Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
0.07,11.872275663,1,38,1,1,0,0,1,0,0,1,0,0,0,14
2.46,108.9158744,1,43,1,1,0,0,0,0,1,1,0,0,0,7
0.15,10.559757841,1,38,1,1,0,0,0,0,1,1,0,0,0,16
1.73,5728.9576194,1,40,1,1,0,1,0,1,1,1,1,1,1,9
3.33,5526,1,52,0,1,0,0,0,0,1,1,0,0,0,7
8.11,624.0255111,1,55,0,1,0,0,0,0,0,1,0,0,0,4
0.3,9.6930656506,1,59,1,1,0,0,0,0,1,1,0,0,0,12
0.58,18.490796488,1,50,0,1,0,0,0,0,0,1,0,0,0,0
1,192.13322271,1,54,0,1,0,0,0,0,0,1,0,0,0,2
0.51,18.154215149,1,49,0,1,0,0,0,0,1,1,0,0,0,6
5.91,8419.303226,1,52,0,1,0,0,0,0,0,1,0,0,0,6
0.11,6.767641086,1,52,0,1,0,0,0,0,0,1,0,0,0,6
0.2,11.905061688,1,50,0,1,0,0,0,0,0,1,0,0,0,14
9.02,5324.8736241,1,49,0,1,0,0,0,0,0,1,0,0,0,8
0.9,40.131544506,1,55,0,1,0,0,0,0,0,1,0,0,0,13
2.28,296.15853776,1,63,0,1,0,0,0,0,0,1,0,0,0,7
0.34,606.84121714,1,54,0,1,0,0,0,0,0,1,0,0,0,7
6.06,3086.9072931,1,57,0,1,0,0,0,0,0,1,0,0,0,9
1.36,60.54818389,1,58,0,1,0,0,0,0,0,1,0,0,0,7
0.26,9.6861838553,1,63,0,1,0,0,0,0,1,1,0,0,0,8
0.27,12.996774622,1,54,0,1,0,0,0,0,1,1,0,0,0,6
3.32,220.28147665,1,65,0,1,0,0,0,0,0,1,0,0,0,8
0.29,7.5093405379,1,65,0,1,0,0,0,0,0,1,0,0,0,6
1.58,374.4669234,1,49,0,1,0,0,0,0,0,1,0,0,0,7
0.38,12.817014547,1,46,1,1,0,0,1,0,0,1,0,0,0,9
0.31,12.856277933,1,47,1,1,0,0,1,0,1,1,0,0,0,12
1.53,574.75457458,1,60,1,1,0,0,1,0,0,1,0,0,0,16
0.17,7.5530572597,1,63,1,1,1,0,1,0,0,1,0,0,0,14
0.52,12.330863934,1,53,1,1,0,0,0,0,0,1,0,0,0,9
1.78,1039.5242139,1,54,0,1,1,0,0,0,1,1,0,0,0,16
0.24,11.919132017,1,51,1,1,0,0,0,0,1,1,0,0,0,6
0.51,11.130326848,1,56,1,1,1,0,0,0,0,1,0,0,0,9
8.93,1754.4897956,1,55,1,1,1,0,0,1,1,1,0,1,1,2
5.27,2052.6435101,1,63,1,1,1,0,0,1,1,1,0,1,1,14
0.49,1068.6830634,1,48,1,1,1,0,1,0,0,1,0,0,0,3
4.35,1712.4092859,1,51,1,1,0,0,0,1,1,1,0,1,1,10
1.3,1113.4675212,1,46,1,1,1,1,0,0,1,1,1,0,0,5
0.38,10.637188728,1,60,1,1,0,0,0,0,0,1,0,0,0,14
2.91,2801.6666274,1,60,1,1,1,0,1,0,1,1,0,0,0,11
0.35,20.210794177,1,57,1,1,0,0,1,0,1,1,0,0,0,13
2.71,2248.298736,1,56,1,1,1,0,1,0,0,1,0,0,0,12
7.39,19469.915722,1,52,1,1,1,0,1,1,0,1,0,1,1,15
0.3,13.964558156,1,46,1,1,1,0,0,0,1,1,0,0,0,8
0.33,12.14372458,1,55,1,1,0,0,0,0,1,1,0,0,0,16
0.36,46.57429353,1,60,1,1,1,0,0,1,1,1,0,1,1,9
0.32,91.3940898,1,64,0,1,0,0,0,0,1,1,0,0,0,16
0.2,22.522325295,1,48,1,1,1,0,1,0,1,1,0,0,0,16
6.53,37234,0,47,1,0,1,0,1,1,1,1,0,1,1,12
0.5,10.312833905,1,54,1,1,0,0,0,0,0,1,0,0,0,6
1.04,2208.8750699,1,54,0,1,0,0,1,0,1,1,0,0,0,7
0.24,1.4655597766,1,50,1,1,0,0,1,0,1,1,0,0,0,14
0.19,11.973496874,1,57,1,1,0,0,0,0,1,1,0,0,0,7
0.45,19.127081776,1,48,1,1,0,0,0,0,0,1,0,0,0,3
1.61,458.44400163,1,47,1,1,0,0,1,0,0,1,0,0,0,12
0.1,13.159942718,1,60,1,1,1,0,1,0,0,1,0,0,0,6
1.06,90.299050172,1,62,1,1,0,0,1,0,0,1,0,0,0,9
1.42,1504.4223063,1,54,1,1,0,0,1,0,0,1,0,0,0,0
2.26,3208.581986,1,47,1,1,0,0,1,1,0,1,0,1,1,11
0.34,5.0128659084,1,60,1,1,1,0,0,0,0,1,0,0,0,13
0.98,200.8305371,1,55,0,1,1,0,0,0,0,1,0,0,0,2
0.18,9.1418747465,1,49,1,1,0,0,0,0,0,1,0,0,0,10
0.35,30.60817599,1,47,1,1,0,0,0,1,1,1,0,1,1,4
5.15,6141.6045963,1,53,1,1,1,1,0,0,1,1,1,0,0,14
0.58,577.76733315,1,61,1,1,0,0,0,0,1,1,0,0,0,16
1.83,170.99707156,1,51,1,1,1,0,0,0,1,1,0,0,0,14
0.41,29.164683011,1,48,1,1,0,0,0,0,1,1,0,0,0,1
3.3,347.14650502,1,54,1,1,1,0,0,1,1,1,0,1,1,12
8.02,1470.8466133,1,60,1,1,0,0,0,0,1,1,0,0,0,10
0.28,10.352925586,1,65,1,1,0,0,0,0,0,1,0,0,0,16
1.04,3206.9828337,1,48,1,1,0,0,1,0,0,1,0,0,0,13
1.81,284.40688377,1,55,1,1,0,0,0,0,0,1,0,0,0,8
1.12,17663,0,48,1,0,0,1,1,1,0,1,1,1,1,8
0.24,30.117861908,1,63,1,1,1,0,1,1,0,1,0,1,1,13
1.56,120.46512517,1,61,1,1,1,0,0,0,0,1,0,0,0,5
0.13,6.9804312894,1,53,1,1,0,0,0,0,0,1,0,0,0,16
0.9,10.16799649,1,58,1,1,0,0,0,0,0,1,0,0,0,4
1.73,2671.1509145,1,49,1,1,0,1,0,0,0,1,1,0,0,6
1.26,494.86922136,1,51,1,1,0,0,1,0,0,1,0,0,0,10
2.52,1505.2999158,1,62,1,1,1,0,1,1,0,1,0,1,1,9
3.7,410.46602962,1,60,1,1,1,0,0,0,1,1,0,0,0,14
1.46,414.96085311,1,50,1,1,1,0,1,1,0,1,0,1,1,15
2.15,320.67831157,1,48,1,1,0,0,1,0,0,1,0,0,0,16
0.95,15.708016319,1,54,1,1,1,0,0,0,0,1,0,0,0,12
1.25,820.23664025,1,50,1,1,0,0,0,0,1,1,0,0,0,6
17.36,3086.7809938,1,49,1,1,0,0,0,1,1,1,0,1,1,7
1.53,2104.2190316,1,47,1,1,0,0,0,1,1,1,0,1,1,11
0.6,22.21058755,1,46,1,1,0,0,0,1,1,1,0,1,1,8
0.13,47.288223839,1,59,1,1,0,0,1,1,1,1,0,1,1,8
0.19,11.000031566,1,51,1,1,1,0,1,0,0,1,0,0,0,6
0.12,25.995453812,1,60,1,1,0,0,1,0,0,1,0,0,0,8
0.11,4.1838767501,1,47,1,1,0,0,0,0,1,1,0,0,0,11
0.31,306.12010658,1,58,1,1,0,0,0,0,0,1,0,0,0,14
1.1,106.14537755,1,49,1,1,1,0,0,1,0,1,0,1,1,6
4.55,3902.6087564,1,60,1,1,0,0,0,1,1,1,0,1,1,13
1.07,38.485459208,1,55,1,1,0,0,0,1,0,1,0,1,1,16
2.94,1617.577538,1,49,1,1,0,0,0,0,0,1,0,0,0,10
4.84,4854.0100373,1,51,1,1,1,1,0,0,0,1,1,0,0,3
0.15,12.267920166,1,55,1,1,0,0,0,0,0,1,0,0,0,15
0.19,4.3698192501,1,56,1,1,0,0,0,0,0,1,0,0,0,8
0.32,27.004561205,1,66,0,1,0,0,0,0,0,1,0,0,0,9
0.27,9.6165519495,1,66,1,1,1,0,0,0,0,1,0,0,0,9
0.6,11.255866119,1,67,1,1,0,0,1,0,0,1,0,0,0,9
2.76,6180.1950545,1,24,1,1,1,1,0,0,1,1,1,0,0,6
2.11,398.95482106,1,35,0,1,0,0,0,0,1,1,0,0,0,4
3.92,1064.8138521,1,31,0,1,0,0,0,0,1,1,0,0,0,9
0.64,18.342688026,1,35,0,1,0,0,0,0,0,1,0,0,0,8
0.96,896.37099814,1,34,0,1,0,0,0,0,1,1,0,0,0,7
9.8,4992.1242653,1,33,0,1,0,0,0,0,1,1,0,0,0,5
5.16,222.07429539,1,30,0,1,0,0,0,0,0,1,0,0,0,2
1.75,1054.1963848,1,33,1,1,0,0,0,0,1,1,0,0,0,16
3.68,8112.9341486,1,33,1,1,0,1,0,0,0,1,1,0,0,12
0.8,636.68714705,1,29,1,1,0,0,1,0,1,1,0,0,0,3
0.38,915.5710169,1,30,1,1,1,1,1,1,1,1,1,1,1,10
1.23,2910,1,28,1,1,1,1,0,1,1,1,1,1,1,7
3.21,6266.3932177,1,29,1,1,1,0,0,1,1,1,0,1,1,7
0.36,7232.4922512,1,27,1,1,1,1,0,0,0,1,1,0,0,7
3.51,1064.3544536,1,35,0,1,0,0,0,0,0,1,0,0,0,8
6.07,3643.1812444,1,29,1,1,1,0,0,1,1,1,0,1,1,10
2.56,654.96569823,1,33,1,1,0,0,0,0,0,1,0,0,0,4
8.77,15179.257478,1,34,1,1,0,1,0,1,1,1,1,1,1,9
0.69,174.05053495,1,34,1,1,0,0,0,0,0,1,0,0,0,5
0.84,1958.7165796,1,30,1,1,0,0,0,0,0,1,0,0,0,7
2.25,4758.502819,1,29,1,1,0,0,0,1,1,1,0,1,1,10
2.8,1891.6742019,1,28,1,1,0,0,1,1,1,1,0,1,1,5
0.28,7.4928530774,1,35,1,1,0,0,1,0,1,1,0,0,0,7
17.06,1428.0636376,1,28,1,1,0,0,0,0,0,1,0,0,0,6
5.31,4606.3127679,1,32,1,1,0,1,0,1,1,1,1,1,1,9
15.18,3857.4144992,1,34,1,1,0,1,0,1,1,1,1,1,1,8
6.48,20418.152737,1,31,1,1,0,1,0,0,0,1,1,0,0,4
10.13,6144.81125,1,43,0,1,0,0,0,0,1,1,0,0,0,6
0.17,16.109668053,1,36,0,1,0,0,0,0,1,1,0,0,0,1
1.21,10.416137126,1,44,0,1,0,0,0,0,0,1,0,0,0,7
2.95,477.95111779,1,43,0,1,0,0,0,0,0,1,0,0,0,6
6.33,3226.2278466,1,40,0,1,0,0,0,0,0,1,0,0,0,7
3.24,832.76138554,1,45,0,1,0,0,0,0,1,1,0,0,0,1
0.58,23.965871404,1,45,0,1,0,0,0,0,0,1,0,0,0,6
4.18,102.56049054,1,42,0,1,0,0,0,0,0,1,0,0,0,7
0.35,10.438710776,1,41,0,1,0,0,0,0,0,1,0,0,0,6
0.13,10.824396541,1,41,0,1,0,0,0,0,0,1,0,0,0,6
0.9,15.340155595,1,41,0,1,0,0,0,0,0,1,0,0,0,8
0.18,11.848185313,1,44,0,1,0,0,0,0,1,1,0,0,0,9
39.99,4960.974408,1,38,0,1,0,0,0,0,0,1,0,0,0,6
3.01,342.89038892,1,42,0,1,0,0,0,0,0,1,0,0,0,7
1.57,2179.7189014,1,41,0,1,0,0,0,0,0,1,0,0,0,3
0.21,10.002434636,1,44,0,1,0,0,0,0,0,1,0,0,0,6
0.09,1.8518276368,1,38,0,1,0,0,0,0,1,1,0,0,0,9
7.89,1090.9718756,1,45,0,1,0,0,0,0,0,1,0,0,0,8
33.32,2622.5814762,1,42,0,1,0,0,0,0,0,1,0,0,0,7
17.85,6484.5178171,1,44,0,1,0,0,0,0,0,1,0,0,0,6
2.53,1144,1,44,0,1,0,0,0,0,0,1,0,0,0,7
0.33,48.291158685,1,36,0,1,0,0,0,0,0,1,0,0,0,8
0.58,388.88481293,1,42,0,1,0,0,0,0,0,1,0,0,0,9
5.51,6014,1,44,0,1,0,0,0,0,1,1,0,0,0,8
4.32,2060.625287,1,38,0,1,0,0,0,0,1,1,0,0,0,3
0.75,216.23605077,1,37,1,1,0,0,0,0,0,1,0,0,0,14
2.71,1098.7839384,1,42,1,1,0,0,1,0,0,1,0,0,0,14
4.21,250.33775146,1,36,1,1,0,0,0,0,0,1,0,0,0,2
1.49,9192.0278319,0,39,1,0,1,1,1,1,1,1,1,1,1,6
0.26,14.236509012,1,44,1,1,0,0,0,0,0,1,0,0,0,4
11.7,7892.3306975,1,45,1,1,1,1,0,1,0,1,1,1,1,16
13.66,7350,1,44,0,1,0,0,1,0,1,1,0,0,0,14
2.29,9848.2664909,1,38,1,1,0,1,1,0,0,1,1,0,0,14
13.68,3218.4565287,1,38,0,1,0,0,0,0,1,1,0,0,0,11
3.57,2662.7615934,1,36,0,1,0,0,0,0,1,1,0,0,0,8
0.17,13.827413906,1,36,1,1,0,0,0,0,0,1,0,0,0,15
4.28,524.95631021,1,41,1,1,0,0,0,0,1,1,0,0,0,14
1.37,1336.3942899,1,45,1,1,0,0,0,0,0,1,0,0,0,3
1.48,333.65553568,1,44,1,1,0,0,0,0,0,1,0,0,0,8
1.94,930.28145261,1,40,0,1,0,0,0,0,0,1,0,0,0,3
25.03,11248,1,36,1,1,0,1,0,0,1,1,1,0,0,10
2.98,2272.0704191,1,44,1,1,1,0,0,1,0,1,0,1,1,14
6.21,2598.8366786,1,39,1,1,0,0,1,0,0,1,0,0,0,8
1.18,314.10682118,1,45,1,1,1,0,0,0,0,1,0,0,0,15
13.28,4374.6630358,1,44,1,1,1,0,0,1,0,1,0,1,1,14
0.81,3491.4258729,1,45,1,1,0,1,0,0,0,1,1,0,0,11
2.89,12496.173108,1,42,1,1,0,1,1,1,0,1,1,1,1,5
14.55,12631.265738,1,42,1,1,0,0,1,0,0,1,0,0,0,9
6.36,444.81289991,1,44,1,1,0,0,0,1,1,1,0,1,1,10
2.94,296.46051457,1,45,0,1,0,0,1,0,1,1,0,0,0,12
0.73,632,1,43,1,1,0,0,0,0,1,1,0,0,0,9
0.12,344.64837416,1,43,1,1,1,0,0,0,1,1,0,0,0,4
0.56,628.66909027,1,37,1,1,0,0,0,0,0,1,0,0,0,12
0.57,238.35722089,1,41,1,1,0,0,0,1,1,1,0,1,1,14
1.63,290.38145012,1,41,1,1,1,0,0,1,1,1,0,1,1,9
5.11,6261.7298358,1,45,1,1,1,1,0,0,0,1,1,0,0,16
2.74,516.47896712,1,40,1,1,1,0,0,0,1,1,0,0,0,8
0.18,11.120806996,1,57,0,1,0,0,0,0,0,1,0,0,0,7
0.93,496.37136093,1,55,0,1,0,0,0,0,0,1,0,0,0,7
6.28,11915.064177,1,56,0,1,0,0,0,0,0,1,0,0,0,9
1.84,1178.1622276,1,52,0,1,0,0,0,0,1,1,0,0,0,7
1.74,820.07024857,1,46,0,1,0,0,0,0,0,1,0,0,0,6
4.21,1032.8855289,1,59,0,1,0,0,0,0,0,1,0,0,0,6
24.57,40800.481945,1,59,0,1,0,0,0,1,0,1,0,1,1,7
0.55,8.9274132992,1,56,0,1,0,0,0,0,0,1,0,0,0,8
5.16,1096.732165,1,51,0,1,0,0,0,0,0,1,0,0,0,6
4.11,7510.3956589,1,61,0,1,0,0,0,0,1,1,0,0,0,9
0.3,9.349503576,1,52,0,1,0,0,0,0,0,1,0,0,0,8
0.7,8.1642090088,1,58,0,1,0,0,0,0,1,1,0,0,0,6
1.46,1504.0532831,1,61,0,1,0,0,0,0,1,1,0,0,0,9
0.05,6.5400427024,1,50,0,1,0,0,0,0,1,1,0,0,0,8
0.19,8.5541408307,1,64,0,1,0,0,0,0,1,1,0,0,0,5
1.62,2467.5046353,1,51,0,1,0,0,0,0,0,1,0,0,0,8
0.27,9.7101008383,1,58,0,1,0,0,0,0,0,1,0,0,0,7
0.2,11.284704374,1,58,0,1,0,0,0,0,0,1,0,0,0,7
0.25,25.560336012,1,63,0,1,0,0,0,0,1,1,0,0,0,6
1.62,5978.5429472,1,48,0,1,0,0,0,0,0,1,0,0,0,6
0.88,192.3351285,1,60,0,1,0,0,0,0,1,1,0,0,0,7
3.24,330.32167991,1,58,0,1,0,0,0,0,1,1,0,0,0,3
0.43,10.53268088,1,55,0,1,0,0,0,0,0,1,0,0,0,9
0.87,266.64769098,1,57,0,1,0,0,0,0,1,1,0,0,0,7
3.22,7.5202353413,1,65,0,1,0,0,0,0,0,1,0,0,0,6
1.27,9.6037734307,1,49,0,1,0,0,0,0,0,1,0,0,0,7
1.45,952.43637948,1,49,0,1,0,0,0,0,1,1,0,0,0,7
1.98,842.21195067,1,64,0,1,0,0,0,0,1,1,0,0,0,8
2.22,448.74111185,1,47,0,1,0,0,0,0,0,1,0,0,0,8
1.66,111.84344254,1,48,0,1,0,0,0,0,0,1,0,0,0,8
0.25,24.655782922,1,65,0,1,0,0,0,0,0,1,0,0,0,3
0.66,5.8027545618,1,58,0,1,0,0,0,0,0,1,0,0,0,6
0.22,17.282541635,1,48,0,1,0,0,0,0,1,1,0,0,0,9
0.93,14.738915485,1,65,0,1,0,0,0,0,0,1,0,0,0,6
1.74,254.92675728,1,65,0,1,0,0,0,0,0,1,0,0,0,6
3.39,462.91030347,1,50,1,1,1,0,1,1,0,1,0,1,1,12
0.82,54.500623764,1,61,1,1,0,0,0,0,1,1,0,0,0,8
2.47,2374.022639,1,47,1,1,1,0,0,0,0,1,0,0,0,10
1.17,136.47587916,1,65,1,1,0,0,0,1,1,1,0,1,1,16
2.36,2496,1,57,0,1,1,0,0,0,1,1,0,0,0,8
3.97,2234.4977267,1,53,1,1,0,0,0,1,0,1,0,1,1,9
0.1,14.694557595,1,59,1,1,1,0,1,0,0,1,0,0,0,9
0.09,5.7323267733,1,60,1,1,0,0,0,0,0,1,0,0,0,16
5.76,612.52531867,1,58,1,1,0,0,0,1,1,1,0,1,1,15
10.05,9086.8288486,1,56,1,1,0,1,0,0,1,1,1,0,0,6
4.5,4070.4886952,1,55,0,1,0,1,1,0,1,1,1,0,0,6
2.45,1525.8753184,1,46,1,1,0,0,0,0,0,1,0,0,0,11
0.29,22.298809791,1,63,1,1,0,0,0,0,0,1,0,0,0,16
0.22,39.100969852,1,53,1,1,1,0,0,0,1,1,0,0,0,7
1.79,728.90956106,1,60,1,1,0,0,0,0,1,1,0,0,0,12
2.61,598.12854463,1,64,1,1,0,0,0,0,0,1,0,0,0,5
0.29,74.680946443,1,62,1,1,0,0,0,0,0,1,0,0,0,8
0.36,199.99757861,1,56,1,1,0,0,1,1,0,1,0,1,1,15
0.96,932.68424556,1,55,1,1,0,0,1,0,0,1,0,0,0,7
1.18,2568.2859142,1,60,1,1,0,0,0,0,0,1,0,0,0,10
5.87,2900.761153,1,48,1,1,1,1,0,0,0,1,1,0,0,9
5.11,8842.2816013,1,56,1,1,0,1,0,0,1,1,1,0,0,5
6.74,1234.6723836,1,49,1,1,1,0,0,0,1,1,0,0,0,13
0.31,54.143460976,1,48,1,1,0,0,0,1,0,1,0,1,1,10
18.06,3916.4810141,1,46,0,1,0,0,0,1,1,1,0,1,1,14
0.16,10.128546609,1,53,1,1,0,0,0,0,0,1,0,0,0,9
1.28,6053.3946812,1,51,1,1,0,1,0,0,1,1,1,0,0,15
2.41,165.54348697,1,53,1,1,0,0,0,0,1,1,0,0,0,15
0.52,10.017353872,1,49,1,1,1,0,1,0,0,1,0,0,0,12
3.28,9642.0650705,1,53,1,1,0,1,1,1,0,1,1,1,1,8
0.06,1.6002399454,1,57,1,1,1,0,0,0,1,1,0,0,0,7
2.39,4895.2724389,1,47,1,1,1,1,1,0,0,1,1,0,0,6
2.7,4480.8083497,1,49,0,1,0,0,0,0,0,1,0,0,0,7
11.77,1508.4387912,1,48,1,1,0,0,0,1,0,1,0,1,1,10
0.74,124.14454004,1,64,1,1,1,0,0,1,1,1,0,1,1,11
0.12,15.493826434,1,50,1,1,0,0,0,0,0,1,0,0,0,5
8.3,1782.0485154,1,52,1,1,0,0,0,0,1,1,0,0,0,12
3.37,1449.4783427,1,47,1,1,0,0,1,0,0,1,0,0,0,16
0.16,89.190483221,1,65,1,1,1,0,1,1,1,1,0,1,1,16
4.49,44510,0,56,1,0,1,1,1,1,0,1,1,1,1,13
0.78,40.381334534,1,59,0,1,0,0,1,0,0,1,0,0,0,7
1.49,758.30325903,1,55,1,1,0,0,1,0,0,1,0,0,0,5
0.1,8.8248387928,1,63,1,1,0,0,1,0,0,1,0,0,0,14
2.7,22.77698936,1,49,1,1,0,0,0,0,0,1,0,0,0,6
5.36,2294.9660194,1,55,1,1,0,0,0,0,1,1,0,0,0,5
8.34,10190.445865,1,55,1,1,1,0,0,1,0,1,0,1,1,12
1.07,4567.1396875,1,51,1,1,0,1,1,0,0,1,1,0,0,16
1.39,842.60140287,1,48,1,1,0,0,0,0,1,1,0,0,0,3
1.36,106.15950717,1,47,1,1,0,0,0,0,1,1,0,0,0,7
0.29,10.959588703,1,59,1,1,0,0,0,0,0,1,0,0,0,10
6.51,18027.590612,1,59,1,1,0,1,0,1,0,1,1,1,1,13
9.61,8329.08903,1,49,0,1,0,1,1,0,0,1,1,0,0,9
0.92,12.997928251,1,51,1,1,0,0,1,0,1,1,0,0,0,14
4.72,566.07510175,1,48,1,1,0,0,1,0,0,1,0,0,0,7
2.2,2248.9676407,1,47,1,1,0,1,0,0,1,1,1,0,0,9
4.54,18503.355389,1,56,1,1,1,1,0,1,1,1,1,1,1,11
0.13,12.031289323,1,64,1,1,0,0,0,0,0,1,0,0,0,8
6.04,427.19023873,1,46,1,1,1,0,0,1,0,1,0,1,1,12
0.8,2442.7450892,1,47,0,1,0,0,0,0,0,1,0,0,0,5
0.18,10.060466565,1,70,0,1,0,0,0,0,1,1,0,0,0,9
2.2,100.16410692,1,68,0,1,0,0,0,0,1,1,0,0,0,10
2.53,6017.7269524,1,68,1,1,1,0,0,1,0,1,0,1,1,9
0.14,12.813649374,1,35,0,1,0,0,0,0,1,1,0,0,0,7
0.12,9.7411958434,1,28,0,1,0,0,0,0,0,1,0,0,0,5
21.46,2717.8114204,1,27,1,1,0,0,1,0,1,1,0,0,0,4
2.21,216.32725624,1,33,1,1,0,0,0,0,0,1,0,0,0,5
0.67,739.50219051,1,31,1,1,0,0,0,1,0,1,0,1,1,11
3.77,1879.7084211,1,32,1,1,0,1,0,1,1,1,1,1,1,11
0.35,50.345975884,1,35,1,1,0,0,0,0,1,1,0,0,0,4
8.62,11749,1,27,1,1,0,1,0,0,1,1,1,0,0,8
0.72,8735.8478895,1,26,1,1,1,1,1,1,1,1,1,1,1,7
7.01,5871.9789575,1,28,1,1,0,0,1,1,1,1,0,1,1,7
0.33,9.0217630901,1,31,1,1,0,0,0,0,0,1,0,0,0,4
4.35,990.0948619,1,44,0,1,0,0,0,0,0,1,0,0,0,3
0.79,2086.2100017,1,45,0,1,0,0,0,0,1,1,0,0,0,9
2.49,1476.1916996,1,39,0,1,0,0,0,0,0,1,0,0,0,3
0.44,626.55902052,1,36,1,1,0,0,0,0,0,1,0,0,0,6
0.18,80.006518595,1,43,0,1,0,0,0,0,1,1,0,0,0,8
4.78,7138.7237756,1,42,0,1,0,1,0,0,1,1,1,0,0,10
0.57,5858.6859241,1,42,1,1,0,1,0,1,1,1,1,1,1,9
4.04,1671.1699729,1,39,1,1,0,0,0,1,1,1,0,1,1,12
1.17,1534.3571767,1,39,1,1,0,0,1,0,1,1,0,0,0,14
0.81,3040,1,41,1,1,0,1,1,0,0,1,1,0,0,15
6.53,4234.5059441,1,40,1,1,0,1,0,0,0,1,1,0,0,9
1.68,3477.4237959,1,43,1,1,0,1,0,0,0,1,1,0,0,12
2.04,8296.8898154,1,39,1,1,0,1,1,0,0,1,1,0,0,11
5.58,11339,1,45,1,1,1,1,1,0,0,1,1,0,0,9
1.34,2254.1906755,1,36,1,1,0,0,0,1,0,1,0,1,1,11
0.7,65.790437847,1,38,0,1,0,0,0,0,1,1,0,0,0,8
0.36,11.089410786,1,44,1,1,0,0,0,0,0,1,0,0,0,9
0.2,158.39567905,1,41,1,1,0,0,1,0,0,1,0,0,0,8
7.95,17595.995039,1,38,1,1,0,1,0,1,1,1,1,1,1,8
1.44,24.838911058,1,44,1,1,0,0,1,0,1,1,0,0,0,0
2.69,1249.447952,1,40,1,1,0,1,1,0,0,1,1,0,0,15
0.89,172.11842955,1,40,1,1,0,0,0,1,1,1,0,1,1,11
2.69,855.56830466,1,41,1,1,0,0,0,1,1,1,0,1,1,8
2.22,248.62458848,1,55,0,1,0,0,0,0,0,1,0,0,0,8
11.62,3518.8422391,1,52,0,1,0,0,0,0,1,1,0,0,0,10
1.31,1921.212842,1,47,0,1,0,0,0,0,0,1,0,0,0,6
0.25,7.4561897658,1,47,0,1,0,0,0,0,0,1,0,0,0,6
0.36,10.359779223,1,51,0,1,0,0,0,0,0,1,0,0,0,6
2.49,1496.3987648,1,48,0,1,1,0,0,0,1,1,0,0,0,9
0.32,2.5487873897,1,59,0,1,0,0,0,0,1,1,0,0,0,7
5.29,2832.6985241,1,56,0,1,0,0,0,0,1,1,0,0,0,8
0.63,21.986560164,1,55,0,1,0,0,0,0,0,1,0,0,0,8
7.75,3604.3609587,1,51,0,1,0,0,0,0,0,1,0,0,0,7
0.16,11.743315194,1,55,0,1,0,0,0,0,1,1,0,0,0,6
4.32,1343.3851872,1,50,0,1,0,0,0,0,0,1,0,0,0,9
0.26,8.0130474335,1,46,0,1,0,0,0,0,0,1,0,0,0,7
3.5,5972,1,48,0,1,0,0,0,0,0,1,0,0,0,6
1.31,12.396241592,1,52,0,1,0,0,0,0,1,1,0,0,0,8
0.64,960.13739704,1,50,0,1,0,0,0,0,1,1,0,0,0,10
0.13,13.023527489,1,46,0,1,0,0,0,0,0,1,0,0,0,6
1.78,235.42575528,1,46,0,1,0,0,0,0,0,1,0,0,0,5
3.4,1405.2599725,1,56,0,1,0,0,0,0,1,1,0,0,0,7
0.43,10.34245879,1,63,0,1,0,0,0,0,1,1,0,0,0,6
0.21,19.466558765,1,49,0,1,0,0,0,0,0,1,0,0,0,8
0.59,448.67794186,1,64,0,1,0,0,0,0,0,1,0,0,0,6
2.88,251.29918072,1,63,0,1,0,0,0,0,1,1,0,0,0,9
1.05,9.9084506402,1,64,1,1,0,0,1,0,1,1,0,0,0,7
4.3,1682.3361962,1,46,1,1,0,0,0,0,1,1,0,0,0,7
6.79,12113.917014,1,47,1,1,1,1,0,1,1,1,1,1,1,14
2.85,1379.4261102,1,48,1,1,0,0,0,1,1,1,0,1,1,14
2.78,7036.2462059,1,52,1,1,1,0,0,1,1,1,0,1,1,11
7.48,20009.997747,1,50,1,1,1,0,1,1,0,1,0,1,1,6
0.09,7.4517869057,1,63,1,1,0,0,0,0,0,1,0,0,0,13
11.54,36611.902006,0,63,1,0,0,1,1,1,1,1,1,1,1,6
1.61,1068.9380274,1,52,1,1,1,0,1,1,1,1,0,1,1,16
0.1,4.9300806722,1,65,1,1,0,0,1,0,1,1,0,0,0,13
8.14,10490.527919,1,49,1,1,0,1,1,0,0,1,1,0,0,5
0.48,4.7682203305,1,61,1,1,0,0,1,0,0,1,0,0,0,9
3.18,1578.5179052,1,52,1,1,0,0,0,0,0,1,0,0,0,14
3.48,894.29211471,1,59,1,1,0,0,0,0,1,1,0,0,0,11
2.95,415.15346033,1,57,1,1,0,0,0,1,1,1,0,1,1,12
28.84,31076,1,46,1,1,0,1,0,1,1,1,1,1,1,7
0.61,90.385911988,1,53,1,1,1,0,0,1,0,1,0,1,1,12
4.47,1564.2181136,1,46,1,1,0,1,0,0,1,1,1,0,0,6
0.12,8.81813168,1,47,0,1,1,0,0,0,0,1,0,0,0,3
4.42,7293.0976141,1,54,1,1,0,0,1,1,0,1,0,1,1,14
1.77,1138.3565378,1,51,1,1,0,1,1,0,0,1,1,0,0,15
3.29,1350.790501,1,49,1,1,1,0,1,0,0,1,0,0,0,8
8.19,5304.6333312,1,62,1,1,0,0,0,0,1,1,0,0,0,9
3.27,100.31865545,1,58,1,1,1,0,0,1,1,1,0,1,1,14
